Name	Parent name
CDKN2AIPNLP3	CDKN2AIPNL
EIF4BP4	EIF4B
AC017083.2	PPIA
RP13-644M16.2	UGT2A3
RP11-489G11.1	RPL5
H3F3AP5	H3F3B
RP1-37M3.8	TRNT1
HSFY5P	HSFY1
RP11-402L11.1	RPL30
RP11-445P17.5	RPL26
RP13-546I2.1	UQCRC2
RP11-58A17.2	ST13
RP11-351I21.7	RP11-1286E23.5
MYO5BP3	MYO5B
AC090505.5	FAM151A
RP11-782K4.1	POLB
AC116050.1	OTOP1
RP11-18O11.2	SAT1
RP11-362A1.2	PEX2
RP13-130D24.1	KPNB1
COX7BP2	COX7B
RP11-753B7.2	AK3
AC008427.2	MFF
UBA52P3	UBA52
RP11-129H15.2	SLC25A5
TCEB1P3	TCEB1
RP11-551G24.3	ZNF519
RP11-113C12.8	C11orf2
LPCAT2BP	LPCAT2
RP11-2G17.1	RPS25
YME1L1P1	YME1L1
AC079790.3	RPL30
RP6-11O7.2	RPL7
RP4-800G7.2	ZNF777
RP11-1053O12.1	FKBP1B
RP11-541J2.1	NMNAT1
RP11-397E7.4	ARPC1A
UBTFL6	UBTF
RP11-312A15.1	ABCB4
RP11-1E1.1	RPL7L1
RP11-493E3.2	ZSCAN5C
MFAP1P1	MFAP1
XX-C2158C6.2	RPL23A
RP11-54P19.1	LYSMD4
RP11-576N17.4	C18orf21
RP11-359B20.1	RBM4
RP11-196I18.3	APIP
TUBA4B	TUBA4A
RP11-548K12.1	FAM27E2
RP11-366I13.3	RPL11
RP11-886I11.1	DUX4L4
RP1-296G17.3	CBLL1
RP11-64D22.1	GALNT1
VN1R3	VN1R4
AC026271.4	FOXO3
RP11-543B16.1	RPS25
RBMY2KP	RBMY1A1
AC022210.2	RPS2
RP11-144O23.20	TAS2R7
HMGN2P32	HMGN2
RP11-397K18.1	RPL36
CTD-2042D5.1	NENF
RP1-154J13.2	OR5R1
RPL3P4	RPL3
CNN2P11	CNN2
MEMO1P3	MEMO1
RP11-328L11.1	RPL36AL
RP11-219G10.1	RPL7A
CTD-2213F21.1	RPL9
RP11-667M19.5	SH3GL1
GUSBP9	GUSB
CTD-2600H12.1	UBA52
DPPA3P1	DPPA3
GAPDHP25	GAPDH
PPIHP1	PPIH
RP5-1057J7.1	RPL29
KRT18P4	KRT18
FILIP1LP1	CDK2AP1
RP11-479O17.2	PGGT1B
AKR1B1P2	AKR1B1
RP11-569H14.1	WWP1
RP11-81B10.2	SAR1B
CTD-2353N24.1	PRAMEF17
RP11-23B7.4	CCDC111
RP11-61N20.3	SLC25A33
ASS1P12	ASS1
GOT2P2	GOT2
AC124944.4	KIF3A
RP5-878I13.1	TUBA1A
ST13P11	ST13
RP11-692C23.1	HIBCH
RP11-428G5.7	FAM98B
AC117947.1	C17orf79
RP11-20O24.4	RPL17
RP11-547L9.1	DYX1C1-CCPG1
RP11-497D6.2	C15orf29
HMGN1P3	HMGN1
RP11-274J7.1	RPL36A
LL0XNC01-221F2.2	ZNF770
RP5-1121H13.1	NEFH
RP5-1112D6.3	FCF1
ST13P3	ST13
RP11-173D9.1	RPL23A
RP1-212G6.4	SMS
RP11-38O23.7	S100A11
RP11-715I4.1	RPL39
CTC-463N11.1	DDX18
ETF1P2	ETF1
RP11-324H7.1	ZNF248
RP11-22C11.1	RPS15A
RP11-535I24.2	RPS6
AC103563.7	MALL
RP4-597N16.1	RPL32
RP11-829H16.1	RPL27
KRT18P16	KRT18
CTC-471J1.1	RPL37
RP11-857B24.2	RRAGA
RP4-549L20.2	HNRNPA1
RP11-439E19.6	RPL35A
RP11-1029M24.1	RPL17
RP11-104G3.5	RAB28
RP3-388N13.2	MYL9
LA16c-306E5.1	RPL18
BCRP7	ABR
ACTG1P2	ACTG1
AC013791.2	COX6C
CTD-2377D24.2	RPL9
AC005363.9	RPL26
AC098971.1	NPM1
RP11-54J7.2	NANP
ATP6V1G1P4	ATP6V1G1
RP11-72B4.2	PARK7
RP11-506A18.1	HSPE1
RPL19P14	RPL19
AC093106.4	RPS14
RP5-1166A24.1	RELA
RP11-156G14.6	RPS29
ST13P21	ST13
RP11-160N1.3	FAM27E2
RP5-837I24.5	RPS20
RP11-19F9.1	RPL12
RP11-382J24.2	BTF3
E2F4P1	E2F4
ZNF876P	ZNF721
AC009245.3	RPL6
RP11-304L20.1	FDPS
HIGD1AP16	HIGD1A
RP11-434D11.1	HSPE1
RP11-91A15.1	MT-CO1
RP11-678B3.1	ATM
RP11-725K16.4	WTAP
RP11-398A8.2	CCDC137
OR10D4P	OR10D3
AC004161.4	RPL3
PABPC1P7	PABPC1
RP11-472F14.4	DCUN1D2
GXYLT1P1	GXYLT1
RP11-716A19.3	SLC35C2
RP11-160H12.1	LDHAL6B
BX664726.3	PTS
RP13-88F20.1	AP2B1
GS1-410F4.5	ZNF347
AC009237.7	TRIM64C
CH17-12M21.1	ACTB
RP11-460N11.2	ZNF721
RAB1C	RAB1B
XXbac-B562F10.11	KLHL12
ABCC6P2	ABCC6
AB019441.29	RPS8
RP11-22C13.1	RPS6
AC064847.2	PTGES3
RP11-17L5.2	HNRNPC
RP11-841C19.1	RPL34
AC110926.4	WBP11
PMS2P5	PMS2
RP1-263J7.2	RAB1A
IGKV1-22	IGKV1D-16
RP11-390F4.9	SLMO2
RP1-144C9.2	RPS24
RP1-140K8.2	RPS25
RP11-349G13.1	TOE1
RP11-1096G20.1	RPL21
RP11-173D3.3	KSR1
RP11-374N7.1	TXN
RP1-232L22__B.1	GK
AP001347.5	ANKRD20A3
RP11-734C14.8	OR5B3
U70984.1	NPM1
RP11-560B16.5	PHAX
RP11-497K15.1	NDUFA4
HNRNPA1P30	HNRNPA1
RP11-561C5.1	SIN3A
RP11-1174L13.2	SCP2
RP11-382E15.2	EIF1AX
COX5BP8	COX5B
HTR7P1	HTR7
RP4-669L17.6	C10orf26
RP11-39K24.4	MT-CO1
ACTG1P4	ACTG1
RP11-290L1.4	DENR
RP11-340I6.10	SLC25A1
PFN1P7	PFN1
AC022431.1	RPL26
HPRTP3	HPRT1
RP11-1114A5.5	RAB28
RP11-566K19.7	C9orf79
LL0XNC01-73E8.1	NUDT19
RPL39P	RPL39
RP11-317N8.4	EWSR1
RP11-344N17.12	OAT
CDV3P1	CDV3
RP1-236J16.1	SOCS5
AP000435.1	EIF4A2
RP11-430L17.1	RPL22
OR5BH1P	OR8I2
RP5-859M6.1	RPL21
RP3-357D13.3	RPL35A
RP11-93P10.2	SDR42E1
RP5-925F19.1	NIF3L1
RP11-176F3.9	OSTC
RP11-663P9.2	NDUFB4
RP11-219C24.8	PRAME
AC016739.1	RPSA
SLC25A5P4	SLC25A5
RP11-533K11.1	EIF3I
HMGN2P27	HMGN2
CTD-2207L17.2	B3GNTL1
RP11-632C17__A.1	RPL29
RPS4XP12	RPS4X
RP11-1396O13.21	OR7E24
RP11-777F6.2	PSMA2
RP11-673E1.3	SAV1
ANKRD26P4	ANKRD26
AC007237.2	UFC1
RPS20P32	RPS20
RP11-1134I14.4	PTCH1
RP1-136O14.1	NIP7
AP000705.8	PGK1
RP4-612B18.1	RPLP1
AC002553.4	RPL22
MKRN4P	CLDN7
FAM92A1P1	FAM92A1
AC079354.4	DAZAP2
RP11-243J18.3	MSTO1
MRPS29P2	DAP3
AC062016.3	PGBD4
RP11-299A16.1	TRIM60
RP11-284L19.1	DDX60
AP000351.7	EIF4EBP1
RP11-222O23.1	POLR2D
AC018693.5	NPL
PTENP1	PTEN
OR1H1P	OR1N1
OR4D12P	OR7E24
RP11-135F9.1	RPS4X
RP11-672A2.7	NCL
RP11-760D2.4	ZNF85
RP11-403I13.6	FAM91A1
RP11-40H20.2	NPM1
OR5H7P	OR5H6
RP11-200K10.1	EIF3K
AL079295.1	NDUFA9
RP11-59H7.1	RPL21
FGFR3P1	FGFR3
RP11-142C4.2	GLYATL1
RP11-466G12.2	CD53
AC016708.2	RPL10
CR769776.3	ZNF114
RP11-466F5.3	RPS13
RPS24P1	RPS24
RP11-229A12.4	RNF7
GRAMD4P1	GRAMD4
RP11-402P6.6	NDUFA4
TCEB2P1	TCEB2
TMED10P1	TMED10
RP5-965K10.3	SLC29A4
OR4K11P	OR4K15
TCEB2P4	TCEB2
AC013268.3	ZNF532
AC023669.2	ZNF619
RP11-259P15.3	ACTB
AC002486.2	RALA
RP11-139E19.2	CBR1
RP11-227D13.2	OXR1
RP11-346C16.1	RPS20
RP11-752L20.1	PRMT5
PPP1R10P1	PPP1R10
OR6C72P	OR6C1
CTD-2555K7.3	VWA5B2
AC009263.2	PPP2R5C
GAPDHP1	GAPDH
ATP5F1P5	ATP5F1
RP1-172N19.4	CAPZA1
RP11-300I6.5	DNAJB7
RP11-713C19.2	PRDX6
RP11-403N16.1	C15orf2
IGKV2D-19	IGKV2-24
UBE2WP1	UBE2W
RP11-63A23.1	KRT18
ZNF736P5Y	ZNF736
AL049757.3	RPL5
MTND2P22	MT-ND2
RCC2P7	RCC2
AC097635.5	RPL39
RP5-901A4.5	C11orf2
AC018737.4	NPM1
RP11-1018J11.1	SKP1
RP11-630I5.1	RPL6
RP11-153F5.3	RPS26
RP11-351O2.2	TMEM132B
RP11-461H3.2	RPSA
AC009967.6	PTCHD3
ARF4P3	ARF4
KRT18P52	KRT18
AC110620.1	C18orf32
AP001187.11	RPS16
WI2-2373I1.1	FOXG1
HMGB1P11	HMGB2
OR5P1P	OR5P3
RP11-37O16.4	MT-CO2
RP1-71H24.4	IMMP1L
TMEM97P1	TMEM97
RP11-158N24.1	RPL19
OR52E3P	OR52E2
CTD-2014N11.1	C15orf43
CTD-2057J6.2	ZCCHC10
RP11-274B21.2	AC138035.1
SLAMF6P1	SLAMF6
OR52B3P	OR52B4
RP11-727C1.1	RPL21
AC004980.11	SPDYE1
LAMTOR3P2	LAMTOR3
RP1-228H13.1	RPL21
TAF9P1	TAF9
AC078899.1	ACTR2
CTD-2339M3.1	RPL35A
RP11-685G9.1	TYRO3
RP11-560G2.2	NDN
RP11-296C13.1	SLC25A43
RP11-150L8.3	NUTF2
AC007282.6	MT-ATP6
RP11-631M6.3	DDX25
RP11-390K5.1	RPS20
RP5-1189B24.4	TUBB4A
PSMA6P3	PSMA6
CTC-398G3.2	RPS12
CTD-2314B22.2	NBEA
CTA-313A17.4	SPDYE1
RPS17P5	RPS17
RP11-32K4.3	COX6C
SOCS2P1	SOCS2
CTD-2175M1.3	ZMYND19
RPL18P10	RPL18
RP11-432M8.13	TAF11
HMGB1P30	HMGB1
RP11-77G22.2	RPL32
RP11-116N8.3	ILF2
RP11-481H12.1	FKBP1B
RP11-600F24.1	RPSA
TAS2R15	TAS2R43
RP11-106M3.1	RPL12
SLC25A15P3	SLC25A15
RP11-174O3.1	PTOV1
RP11-152N13.8	EIF4A2
RP11-299L17.4	DYNLL1
RP11-29O6.2	RPS7
RP11-258C19.4	SUV39H2
ST13P12	ST13
AC015818.9	USP32
RP11-158C21.2	WDR77
CTD-3014H8.1	FXN
PABPC1P10	PABPC1
RP11-411G7.1	RPS4X
RP11-44F21.4	UBE2D4
C1DP3	C1D
OR5D17P	OR5D13
RP11-280O24.1	ATP5H
RP11-972K6.1	RPL31
RP11-450D21.1	HSPE1
AC013410.2	DNAH11
RP11-945A13.1	NPM1
RP11-780O24.4	C4orf43
RP4-738P11.4	RPL7A
RP11-90H3.1	MATR3
FTLP4	FTL
RP11-7O20.4	OR7E24
RP11-714G12.1	ILF2
CTD-2156G10.1	RPSA
RP11-321E2.13	H3F3B
RPS12P26	RPS12
FTH1P8	FTH1
ATP5A1P1	ATP5A1
RP11-366M4.1	RPL21
CTD-2360A17.2	AIG1
RP5-1018D12.6	HAUS6
RP11-63A23.2	WDR25
AC017080.1	RPS29
EIF4BP3	EIF4B
RP11-161E22.2	PIGU
IGHVIII-16-1	IGHV3-23
VDAC1P12	VDAC1
ZNF658B	ZNF658
ZNF37BP	ZNF37A
RP11-477G18.2	RPL36A
RP11-1396O13.19	OR7E24
RPL36P19	RPL36
RP11-556O5.1	ENPP7
RP11-291O7.1	RPS26
COX6B1P6	COX6B1
AC004386.3	RPL39
AC092841.3	RPE
RP11-1H15.1	GLUL
RP11-430H12.2	GALNT11
RP11-477G18.4	TUBB4B
NPM1P12	NPM1
SEPT7P7	SEPT7
ANKRD20A8P	ANKRD20A2
RP11-113A10.3	OR2S2
BAGE2	MLL3
RP4-609E1.3	ARL5A
RP11-698N11.3	KRT18
SSR1P2	SSR1
MEIS3P1	MEIS3
AC004112.5	MT-ND6
LDHAP5	LDHD
AC115115.4	AXIN2
RP11-76H14.5	TEC
RP11-336N8.4	CKS2
CTAGE7P	CTAGE8
RP1-93L7.2	SFR1
VN1R5	VN1R4
AC016772.4	FAM49B
RP11-460C6.1	ME2
RP11-365D23.2	UBE2V1
RP11-104F15.7	YY1
FER1L4	FER1L6
RP11-142L4.3	ABCE1
RP11-243J16.8	ATP5J2
RP13-228J13.6	TWF1
RP11-624G17.1	RPS4X
ZNF806	ZNF285
CTD-2571E19.1	NARS
RP11-93K22.14	SNRPC
IGHV3-36	IGHV3-74
RP11-136H13.1	HPRT1
RPSAP4	RPSA
RP11-373N22.1	PGBD4
RPL11P5	RPL11
RP4-597J3.1	RPL19
RP11-494O16.3	TOMM6
OR4A8P	OR4A5
AP005136.2	C15orf29
KRT8P18	KRT8
RP11-63E16.1	EIF3J
HIN1L	OTUD4
AC079250.1	RPL18A
RP11-439A17.2	HIST2H3C
RP11-301G23.1	FAM175A
AC004987.8	CIC
AC125232.1	ANAPC1
RP11-515K14.1	GTF3A
AC004062.2	EEF1B2
TUBBP2	TUBB
OR6D1P	OR6C2
OR4D7P	OR4D9
RP11-790L1.3	SEPT14
GDI2P1	GDI2
GSTM3P2	GSTM3
AC068831.12	GOLGA2
AC018470.3	HNRNPA1
RANP8	RAN
RP11-239L20.4	POM121L7
RP11-379B18.2	RPS3A
RP11-754I20.1	ANKRD30BL
MRPL3P1	MRPL3
RP11-545A16.3	AGAP1
KRT8P35	KRT8
RP11-438E8.2	MESDC2
RP11-807H22.5	FOLR1
RP11-357J22.1	PLP2
GPR143P	GPR143
OFD1P13Y	OFD1
RP11-517B11.6	CPNE4
RP11-25D10.2	SMG5
RP11-496H15.2	RPL21
AC127391.5	AC134882.1
RP11-497J7.2	NFYC
NDUFA12P1	NDUFA12
AC010154.2	RBMY1A1
RP1-41P2.6	MRPS16
RP11-793I11.1	SEC61B
RP11-316O1.1	KRT18
KB-1582A10.2	NIPBL
RP11-179H18.4	RAD1
RP11-533F5.2	TXNDC9
OR6C7P	OR6C3
RP11-776K3.1	DBI
RP11-215C7.3	C20orf30
RP11-56M3.1	NUDT9
RP11-472M19.3	RPL17
RP4-800G7.1	RPL36A
RP11-365O16.1	ZNF706
OR7E15P	OR7E24
RP1-273G13.1	RPL6
HMGN1P24	HMGN1
RP11-396D18.1	CYCS
CTC-451A6.1	RPL34
HMGB3P18	CANX
RP11-12P19.2	TRPC6
SERPINA13	SERPINA4
RP1-228P16.1	RPL37
RP1-232L22__A.1	ZNF519
RP11-382N13.1	RPS3A
RP11-368M16.6	FAM27E2
RP11-686D16.2	RPL5
RP11-475J5.1	EEF1A1
RPL37P21	RPL37
BX649563.4	GPR116
TCEB1P21	TCEB1
AC063976.1	P4HA2
OR6W1P	OR6V1
RPL3P3	RPL3
AC022007.4	CYCS
PPP1R14BP2	PPP1R14B
RP11-15B24.3	AL117340.1
GAPDHP31	GAPDH
RP11-232D9.1	PRPF4B
H2AFZP5	H2AFZ
RP11-740C1.2	APCS
RP11-344N17.13	OAT
SETP10	SET
CTB-161J7.2	HMGB1
AC091069.1	MOSC2
TERF1P1	TERF1
RP11-155G14.1	RPL37
RP11-441M10.1	RPS2
UQCRHP4	UQCRH
HSD3BP4	HSD3B1
SBDSP1	SBDS
RP11-425J20.2	STMN4
AC016696.1	RPL36A
OR4A48P	OR4C5
ACTR3BP4	ACTR3B
GS1-756B1.1	PRPF38A
OR2M1P	OR2M5
RP11-275O4.2	RP11-631M21.2
RP11-404E6.1	DPP3
RP11-399D15.1	RPS6
CTD-2053J20.1	NDUFA5
RP11-347C18.4	ORMDL2
OR4C10P	OR4C46
RP11-302K17.4	SKP1
ACTR3BP6	ACTR3
RAP1AP	RAP1A
RP1-128M12.3	IER3IP1
RP11-370B6.1	H2BFWT
MYL6P1	MYL6
RPSAP14	RPSA
RP11-371B4.2	RPL12
RP11-702H23.3	CYCS
RP11-101B14.4	COX6C
RP5-1014O16.1	MAGEA11
KB-1027C11.4	MPPE1
RP11-12D5.5	RP11-196G11.1
RP11-329J18.1	RPL23A
RP11-173G21.1	ATMIN
RP11-578O24.2	C4orf46
RP11-616L12.4	HSF2
BTF3P9	BTF3
AL022344.3	CUBN
RP11-529A4.4	CDON
AC011753.7	BMS1
RP11-6E9.1	APOBEC3A
EEF1A1P14	EEF1A1
RP11-437G21.3	SSU72
RP11-492A12.2	SAMM50
AC078937.3	C10orf26
RP5-1049G16.4	RPS3A
RP11-186O14.4	RCBTB2
RP11-77I22.4	PPIA
SUMO2P3	SUMO2
AC016697.1	RPSA
PSMA6P2	PSMA6
RP11-35B20.1	DNAJC19
AP000867.13	KRTAP5-10
RP11-1007J8.1	GBA2
AC000059.1	FAM18B2
AL672183.2	RPL23A
RP11-96J19.1	RPA3
CTB-45I8.1	HNRNPA1L2
OR10N1P	OR10D3
IGHV4-80	IGHV4-28
AC005492.2	RPL7
AC092641.2	NSA2
TRIM60P13	TRIM60
HMGB1P25	HMGB1
RPSAP51	RPSA
RP11-573D15.1	MCF2L2
RP13-824C8.2	RPS24
AC007316.3	AP1S2
RP11-12A2.1	DNAJC7
CTC-451P13.1	RPS3A
RP11-274E7.1	RB1CC1
RP11-680L20.1	TOMM22
RP11-380I10.2	DEGS1
RP11-142C4.3	GLYATL1
RP11-137L10.5	RPS26
RP11-83M16.4	RPL23A
RP11-38O14.5	MGAT4C
RPS14P7	RPS14
HMGB1P41	HMGB2
MTND3P5	MT-ND3
RPL7AP33	RPL7A
CTD-2309M13.1	ACTB
RP11-1057N3.2	MCM3AP
AC139237.1	C10orf26
METTL15P1	METTL15
IGHV7-34-1	IGHV7-81
RP11-963H4.2	RPS27A
RP5-1068B5.1	RPL21
AC090804.1	PPIA
RP11-98L12.2	UBE2L3
RP11-496B10.1	PSMG3
HMGB1P31	HMGB1
HNRNPA1P23	HNRNPA1
RP5-831K15.1	RPL7
RP5-934G17.6	SBF1
RP11-107P7.1	SPRYD5
RP11-52B19.11	OR7E24
RP5-1100H13.3	GINS2
KB-288A10.19	IGLV1-50
CTD-2036J7.1	RPL21
AC006042.8	PPIL4
PPP1R26P3	PPP1R26
CCNJP1	CCNJL
AC108868.4	CD8B
HMGB3P8	HMGB3
AC006160.4	NACA2
RP11-477J21.2	ATP6V1B2
RPS15AP16	RPS15A
CTD-2201E18.4	SLMO2
RP5-1120P11.4	RPL29
AC004985.12	RASA4
CYP2F1P	CYP2F1
RP11-618I10.4	UGT2A3
RP11-574K11.20	DUSP8
RP1-196A12.1	MAP1LC3B
RP5-924G13.2	RPL5
AP001331.1	AURKB
FAM86EP	FAM86A
GUSBP5	GUSB
RPL7AP31	RPL7A
RPS29P28	RPS29
AC018737.6	RPL12
AC012497.2	RPL9
RP11-374C13.1	EEF1D
ARSDP1	ARSD
CCNB1IP1P3	CCNB1IP1
SUCLA2P1	SUCLA2
TAS2R63P	TAS2R19
RP11-15E1.1	CNN2
TPM3P6	TPM3
RP11-506B6.3	RPSAP58
RP11-795H16.1	RPS3A
RP11-848D3.4	C6orf35
PROSP	PROS1
AC016745.2	IGKV1-6
RP11-111E2.1	NUTF2
RAB9AP1	RAB9A
RP11-205M3.1	CLNS1A
RP6-218J18.2	RBM39
SNRPGP13	SNRPG
TRBV24OR9-2	TRBV24-1
RP11-578F21.2	HERC2
RP11-344A7.1	H3F3B
RP11-302I18.2	XRCC6
RP1-96H9.5	ATP5J2
HNRNPKP4	HNRNPK
RP11-61K20.1	C4orf27
RP11-183E9.2	NUP35
YWHAQP9	YWHAQ
FAM86HP	FAM86A
RP3-406A7.1	EEF1A2
RP11-468O2.1	HSD17B4
RP11-388B24.4	RPS2
DDX6P1	DDX6
RP11-254G11.1	RPL21
SNX18P14	SNX18
RP11-407P18.1	ZNF12
CDY19P	CDY1
AC005741.2	FXN
RPL3P9	RPL3
RP11-266O15.4	FAM166A
MTND5P7	MT-ND5
RP11-370B11.1	CLIC4
RP11-136I14.4	RPL12
RP11-803B1.5	ALG1
RP4-560B9.1	RPL4
RP11-778D9.9	HTR3C
AC080002.1	HNRNPH2
RP11-355O1.7	RPS25
AC104651.2	C14orf166
RP13-36C9.4	MGAT2
RP11-312B8.2	RPL37
AC005510.2	EXOC7
BMPR1APS2	BMPR1A
MRPL42P3	MRPL42
SALL4P1	SALL4
HMGN2P36	HMGN2
HNRPCP	HNRNPC
RP11-51B10.4	PRDX2
BTF3P2	BTF3
RP11-34E5.4	RPS2
RP11-651P23.2	PPIA
FAM48B1	FAM48A
RP11-660I20.1	DDT
RP11-639F1.3	MT-CO1
RP11-264F23.1	RPS15
IGHEP1	IGHE
RP11-533E19.3	RPSA
LL0XNC01-105G4.3	NGFRAP1
COX7A2P2	COX7A2
RP11-88B8.2	VPS26A
AC003989.4	ASS1
RP11-93K7.1	ACTG1
SLC9A3P2	SLC9A3
RPL35P6	RPL35
RPL23AP68	RPL23A
RP11-85F14.1	RAD51AP1
AC004006.2	APH1B
AC073109.2	BCLAF1
CHCHD2P1	CHCHD2
AC018641.6	SLC25A5
RP11-412H9.1	NXN
EEF1A1P15	EEF1A1
AC064872.1	CYCS
RPL19P20	RPL19
RP11-481A12.5	PARG
RP11-37J13.1	DCAF6
NDUFB1P2	NDUFB1
ARL4P	ARL4A
RP1-132N8.1	SOCS5
RP13-221M14.1	PRAME
RP11-413E1.2	NDUFA4
RP11-126D17.1	RPS20
RP11-747H12.6	SNRPC
RP11-829H16.5	IFT20
RBMX2P2	RBMX2
RPL7AL3	RPL7A
CTD-2194F12.1	CCNB3
RP11-958N24.2	PKD1
CCDC165P1	CCDC165
RP4-702J19.1	GCSH
KRT18P27	KRT18
KRT8P6	KRT8
RP13-526J3.1	ZNF433
KRT18P53	KRT18
SRIP3	SRI
UBTFL3	UBTF
RP11-384C21.9	SLC25A47
TPT1P1	TPT1
RP11-467L19.13	IGHV3-72
RP11-151G12.2	C9orf21
RP11-259P15.4	RNF13
RP11-848G14.2	NAIP
CTD-2347I17.1	SUMO1
RP11-416K24.1	RPL18
LOC100127976	VTI1B
RP11-524L6.1	BIN2
RP11-51O6.1	RPS27A
GYG1P3	GYG1
ARL2BPP2	ARL2BP
RP11-1252I4.1	SUDS3
RP11-319C21.1	RPL21
CALM2P4	CALM2
GAPDHP63	GAPDH
HNRNPA1P3	HNRNPA1
RP5-1044H5.2	COX6C
PPP1R14BP3	PPP1R14B
CISD1P1	CISD1
RP11-30P6.1	KPNA5
AC073150.6	CCDC86
AC005682.6	SLC40A1
RP11-424M22.1	GOT2
RP11-516A11.3	AKIRIN1
RP11-867G23.9	BRD9
RP11-229A19.3	RPS15A
BCAS2P2	BCAS2
MTND2P6	MT-ND2
ARSEP1	ARSE
RNF6P1	RNF6
MBL1P	MBL2
RP11-32B5.5	GRAMD4
RP11-366N18.2	PTS
HMGN1P2	HMGN1
RBMXP1	RBMX
IGLV1-41	IGLV1-51
RP11-346C16.2	PHOSPHO1
RP11-480D4.4	FASTKD3
YBX1P4	YBX1
IDSP1	IDS
VN1R7P	VN1R4
UBE2D3P2	UBE2D3
AC023468.1	YY1
RP11-156F12.1	FCF1
SNX3P1X	SNX3
RP11-15J10.4	BMS1
OR52E1P	OR52E2
RP11-1152B5.1	ANKRD26
MYL6P3	MYL6B
AC114776.1	RPL22
RPL17P17	RPL17
RP1-257B21.1	RPL37
RP11-395B20.2	PTP4A1
RP11-450H5.2	PSAT1
RP11-561N12.2	ZNF479
CTD-3064M3.6	HNRNPA1
RP11-763B22.9	MLL3
RP11-93K22.9	ENPP7
AC127537.6	RPL7A
KRT16P3	KRT16
NPM1P11	NPM1
RP11-553E5.1	LARP1B
RP11-38O14.1	HNRNPA1
AC068137.7	MT-ATP6
RBMX2P5	RBMX2
RP11-778J16.2	NSA2
TTC39DP	TTC39B
RP1-203P18.1	ANKRD11
H2AFZP6	H2AFZ
AC004870.5	SRSF2
RP11-313E19.1	CTAGE5
SEPT7P5	SEPT7
AC073135.4	FAM166A
AC093698.3	CRYGD
RP11-220D10.1	RPL36
RP11-241I20.5	KLHL23
AP000889.1	MOB4
RP13-228J13.9	CD84
STRCP1	STRC
NME1P1	NME1
NCOR1P1	NCOR1
AKR1D1P1	AKR1D1
RP11-196D18.4	C9orf140
RP11-777B9.4	TMEM128
RP3-332O11.1	SLC25A38
RP11-550F7.1	CAP1
RP11-524O24.2	RPL26
RP11-368G3.1	B3GNT1
ZFYVE9P2	ZFYVE9
RP11-54B9.2	RPL4
EIF1AP1	EIF1AX
RP11-475I24.6	RAB28
RP11-466J24.1	PGBD3
ERHP1	ERH
RP11-286B5.1	RPL18
SDHAP3	SDHA
RP11-45H22.1	ZNF561
KARSP1	KARS
KRT8P33	KRT8
RP11-183E24.1	SCAPER
RP11-490H9.1	RFC5
RP11-304C16.3	PPP1CA
KRT8P25	KRT8
OR8A3P	OR8A1
PRKRIRP9	PRKRIR
RP3-495O10.1	RPL37A
MORF4L1P5	MORF4L1
RP11-438N16.2	DYNLL1
CTD-2017D15.1	TRIM28
GLUD1P9	GLUD1
FAM75D3	FAM75D1
RP11-472G23.3	ULBP1
RP11-91P24.1	RPL21
RP11-958E11.1	RPL7
FDPSP7	FDPS
TCEB1P23	TCEB1
RP3-466I7.1	RAB22A
RANP6	RAN
RANP2	RAN
RP11-72K17.2	MT-CYB
RP11-296P7.4	PSMC3
RPL34P1	RPL34
RP11-442A17.1	XRCC6
HMGB1P38	HMGB1
RP11-109M17.1	AKAP8
RP11-36D19.4	ZNF519
ACTR3BP2	ACTR3B
RP11-627K11.3	SLC25A13
RP11-73B8.1	RPL21
POM121L10P	POM121L4P
RP11-653G8.1	RPL17
AC010975.2	GNA13
RPS7P13	RPS7
RP11-810K23.4	OR11H6
RP11-452K20.1	HIST2H3D
CTA-972D3.1	RPL15
BZW1P1	BZW1
RP11-513I7.2	CTBP2
HSFY7P	HSFY1
RPL23AP83	RPL23A
RP11-108B14.1	RPL29
RP11-503K16.2	RAP1B
KRT8P13	KRT81
RP11-382E15.1	RPL21
RP11-81H14.3	PSMC6
RP11-359H18.1	RPS27
SMARCE1P1	SMARCE1
BTF3P8	BTF3
PSMC1P2	PSMC1
RPL30P13	RPL30
RP11-481A20.10	DEFB131
RP11-33E24.1	PKM2
AC018717.2	CTAGE5
RP11-241K7.1	OR7E24
ZNF807	ZNF181
RBMY2NP	RBMY1A1
RP11-353H3.1	RPL18A
RP11-522B15.6	TUBA1A
RP11-116O11.2	FRMD7
CYCSP41	CYCS
RP11-565J7.3	RPL21
PHKG1P1	PHKG1
DOC2GP	RPH3A
RP11-288G3.2	HNRNPL
RPL18AP8	RPL18A
RP11-7G23.6	FAM27D1
RP11-80I15.1	RPS26
AC092573.2	COX7B
KB-67B5.11	CHEK2
RP11-93K22.1	RPS17
CTD-3105H18.10	MT-CO1
IFNWP18	IFNW1
RP11-280K24.5	OR7E24
PSMC1P12	PSMC1
RP11-195C7.3	ZFAND1
AC017035.1	HNRNPA3
ZDHHC20P3	ZDHHC20
AC005550.6	RPL36AL
RP1-198G23.2	UBE2V1
OR7E87P	OR7D4
CEACAMP7	PSG6
RP13-928P6.3	TPT1
KB-1205A7.1	ATP5J
RP11-291J9.1	MT-ATP6
VN1R8P	VN1R2
SERPINA2	SERPINA1
